timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603412654022,186,Payment method save ,200,OK,Checkout 2-1,text,true,,289,733,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/payment_method/save,186,0,0
1603412654607,414,Enter credentials,200,OK,Logged User Choose product 1-1,text,false,My Account,20019,1101,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,324,0,91
1603412654915,534,Checkout confirm,200,OK,Checkout 2-1,text,true,,2560,548,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fconfirm&product=no_match,534,0,0
1603412655629,469,Succesful login,200,OK,Logged User Choose product 1-1,text,false,Test failed: text expected to contain /Logout/,20364,1355,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,143,0,0
1603412655629,143,Succesful login-0,302,Found,Logged User Choose product 1-1,text,true,,377,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,143,0,0
1603412655772,326,Succesful login-1,200,OK,Logged User Choose product 1-1,text,true,,19987,656,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,235,0,0
1603412656477,450,Confirm,200,OK,Checkout 2-1,text,true,,379,589,1,2,http://172.23.176.132/opencart/upload/index.php?route=extension%2Fpayment%2Fcod%2Fconfirm&product=no_match,450,0,0
1603412656657,469,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,291,0,0
1603412657721,395,Checkout Success,200,OK,Checkout 2-1,text,true,,18015,657,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fsuccess&product=no_match,286,0,0
1603412659192,369,Access HomePage,200,OK,Checkout 2-1,text,true,,23773,664,1,2,http://172.23.176.132/opencart/upload/index.php?route=common/home&route=common/home&product=no_match,271,0,52
1603412659546,585,Access product category,200,OK,Logged User Choose product 1-1,text,true,,43465,661,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=34_39&product=no_match,293,0,0
1603412660342,343,Access Login,200,OK,Checkout 2-1,text,false,E-mail address,20717,1295,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account,103,0,0
1603412660342,103,Access Login-0,302,Found,Checkout 2-1,text,true,,379,665,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login&route=account/login&product=no_match,103,0,0
1603412660445,240,Access Login-1,200,OK,Checkout 2-1,text,true,,20338,630,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account,189,0,0
1603412664389,424,Access product,200,OK,Logged User Choose product 1-1,text,true,,29199,691,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=34_39&product_id=372&product=no_match,242,0,0
1603412665281,105,Enter credentials,302,Found,Checkout 2-1,text,false,Response was null,379,1106,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,105,0,0
1603412665281,105,Enter credentials-0,302,Found,Checkout 2-1,text,true,,379,1106,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,105,0,0
1603412666145,241,Succesful login,200,OK,Checkout 2-1,text,true,,20359,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,190,0,0
1603412667059,299,Access HomePage,200,OK,Checkout 2-1,text,true,,23772,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,200,0,0
1603412667772,227,Adding to Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,594,734,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,227,0,0
1603412668958,173,Acces Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,2245,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,173,0,0
1603412670003,390,Access product category,200,OK,Checkout 2-1,text,true,,41715,661,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=25_29&product=no_match,238,0,0
1603412670522,430,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,24946,647,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,250,0,0
1603412673183,172,Remove product from cart,200,OK,Logged User Choose product 1-1,text,true,,376,694,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/remove,172,0,0
1603412674463,175,Access Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,712,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,175,0,0
1603412674675,309,Access product,200,OK,Checkout 2-1,text,true,,29697,691,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=25_29&product_id=126&product=no_match,201,0,0
1603412675279,421,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,240,0,0
1603412676750,316,Logout ,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,224,0,0
1603412677134,137,Adding to Shopping Cart,200,OK,Checkout 2-1,text,true,,594,734,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,137,0,0
1603412678069,149,Acces Shopping Cart,200,OK,Checkout 2-1,text,true,,2243,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,149,0,0
1603412678631,317,Continue logout,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,225,0,0
1603412679035,387,Checkout,200,OK,Checkout 2-1,text,true,,53427,654,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fcheckout&product=no_match,223,0,0
1603412680067,253,Checkout Payment Address,200,OK,Checkout 2-1,text,true,,32428,556,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fpayment_address&product=no_match,149,0,0
1603412681864,156,Checkout country,200,OK,Checkout 2-1,text,true,,9678,598,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fcheckout%2Fcountry&country_id=222&product=no_match,108,0,0
1603412682444,424,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,240,0,0
1603412683287,379,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23643,589,1,2,http://172.23.176.132/opencart/upload/index.php?route=common/home&route=common/home&product=no_match,263,0,57
1603412684238,253,Access Login,200,OK,Logged User Choose product 1-1,text,true,,19862,665,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login&route=account/login&product=no_match,193,0,0
1603412690311,343,Enter credentials,200,OK,Logged User Choose product 1-1,text,false,My Account,20019,1126,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,275,0,62
1603412691387,392,Succesful login,200,OK,Logged User Choose product 1-1,text,false,Test failed: text expected to contain /Logout/,20364,1355,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,109,0,0
1603412691387,109,Succesful login-0,302,Found,Logged User Choose product 1-1,text,true,,377,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,109,0,0
1603412691496,283,Succesful login-1,200,OK,Logged User Choose product 1-1,text,true,,19987,656,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,216,0,0
1603412692348,338,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,216,0,0
1603412695458,465,Access product category,200,OK,Logged User Choose product 1-1,text,true,,43468,661,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=34_44&product=no_match,279,0,0
1603412700733,18,Access product,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 172.23.176.132:80 failed to respond,Logged User Choose product 1-1,text,false,Assertions failed,2094,0,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=34_44&product_id=239&product=no_match,0,0,0
1603412701469,265,Enter credentials,200,OK,Checkout 2-1,text,true,,290,834,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/payment_address/save,265,0,86
1603412702965,355,Shipping Address,200,OK,Checkout 2-1,text,true,,33076,557,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fshipping_address&product=no_match,180,0,0
1603412703481,263,Adding to Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,595,734,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,263,0,87
1603412704387,174,Acces Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,2245,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,174,0,0
1603412705129,419,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,24946,647,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,246,0,0
1603412706486,176,Shipping Method,200,OK,Checkout 2-1,text,true,,899,556,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fshipping_method&product=no_match,175,0,0
1603412707800,163,Remove product from cart,200,OK,Logged User Choose product 1-1,text,true,,376,694,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/remove,163,0,0
1603412708359,162,Shipping method save,200,OK,Checkout 2-1,text,true,,289,733,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/shipping_method/save,162,0,0
1603412709226,164,Access Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,712,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,164,0,0
1603412709750,195,Payment Method,200,OK,Checkout 2-1,text,true,,1115,555,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fpayment_method&product=no_match,195,0,0
1603412710426,418,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,240,0,0
1603412710777,171,Payment method save ,200,OK,Checkout 2-1,text,true,,289,733,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/payment_method/save,171,0,0
1603412711784,242,Checkout confirm,200,OK,Checkout 2-1,text,true,,2557,548,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fconfirm&product=no_match,242,0,0
1603412711881,314,Logout ,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,227,0,0
1603412713149,387,Confirm,200,OK,Checkout 2-1,text,true,,379,589,1,2,http://172.23.176.132/opencart/upload/index.php?route=extension%2Fpayment%2Fcod%2Fconfirm&product=no_match,387,0,0
1603412713967,312,Continue logout,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,226,0,0
1603412714254,343,Checkout Success,200,OK,Checkout 2-1,text,true,,18015,657,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fsuccess&product=no_match,251,0,0
1603412716050,516,Access HomePage,200,OK,Checkout 2-1,text,true,,23773,664,1,2,http://172.23.176.132/opencart/upload/index.php?route=common/home&route=common/home&product=no_match,341,0,89
1603412717468,435,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,263,0,0
1603412717653,459,Access Login,200,OK,Checkout 2-1,text,false,E-mail address,20717,1295,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account,139,0,0
1603412717653,139,Access Login-0,302,Found,Checkout 2-1,text,true,,379,665,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login&route=account/login&product=no_match,139,0,0
1603412717792,320,Access Login-1,200,OK,Checkout 2-1,text,true,,20338,630,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account,230,0,0
1603412718613,432,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23643,589,1,2,http://172.23.176.132/opencart/upload/index.php?route=common/home&route=common/home&product=no_match,292,0,71
1603412719684,277,Access Login,200,OK,Logged User Choose product 1-1,text,true,,19862,665,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login&route=account/login&product=no_match,208,0,0
1603412723483,264,Enter credentials,302,Found,Checkout 2-1,text,false,Response was null,380,1101,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,264,0,90
1603412723483,264,Enter credentials-0,302,Found,Checkout 2-1,text,true,,380,1101,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,264,0,90
1603412724369,555,Enter credentials,200,OK,Logged User Choose product 1-1,text,false,My Account,20018,1106,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,485,0,0
1603412724500,488,Succesful login,200,OK,Checkout 2-1,text,true,,20359,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,402,0,0
1603412725702,435,Succesful login,200,OK,Logged User Choose product 1-1,text,false,Test failed: text expected to contain /Logout/,20364,1355,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,161,0,0
1603412725702,161,Succesful login-0,302,Found,Logged User Choose product 1-1,text,true,,377,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,161,0,0
1603412725863,274,Succesful login-1,200,OK,Logged User Choose product 1-1,text,true,,19987,656,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,204,0,0
1603412725689,458,Access HomePage,200,OK,Checkout 2-1,text,true,,23772,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,279,0,0
1603412726760,364,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,224,0,0
1603412729074,552,Access product category,200,OK,Checkout 2-1,text,true,,41752,661,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=25_31&product=no_match,277,0,0
1603412729896,468,Access product category,200,OK,Logged User Choose product 1-1,text,true,,39298,658,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=17&product=no_match,258,0,0
1603412734108,420,Access product,200,OK,Checkout 2-1,text,true,,29765,691,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=25_31&product_id=160&product=no_match,242,0,0
1603412734558,375,Access product,200,OK,Logged User Choose product 1-1,text,true,,28504,687,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=17&product_id=81&product=no_match,236,0,0
1603412736767,183,Adding to Shopping Cart,200,OK,Checkout 2-1,text,true,,597,734,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,183,0,0
1603412737332,164,Adding to Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,592,733,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,164,0,0
1603412737769,182,Acces Shopping Cart,200,OK,Checkout 2-1,text,true,,2252,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,182,0,0
1603412738232,147,Acces Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,1984,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,147,0,0
1603412738547,571,Checkout,200,OK,Checkout 2-1,text,true,,53436,654,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fcheckout&product=no_match,264,0,0
1603412739038,371,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,24685,647,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,232,0,0
1603412739691,350,Checkout Payment Address,200,OK,Checkout 2-1,text,true,,32544,556,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fpayment_address&product=no_match,175,0,0
1603412741055,234,Checkout country,200,OK,Checkout 2-1,text,true,,9678,598,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fcheckout%2Fcountry&country_id=222&product=no_match,149,0,0
1603412741899,151,Remove product from cart,200,OK,Logged User Choose product 1-1,text,true,,376,694,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/remove,151,0,0
1603412743404,147,Access Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,712,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,147,0,0
1603412744616,359,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,219,0,0
1603412746361,280,Logout ,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,205,0,0
1603412748498,286,Continue logout,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,217,0,0
1603412752058,357,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,218,0,0
1603412753014,395,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23643,589,1,2,http://172.23.176.132/opencart/upload/index.php?route=common/home&route=common/home&product=no_match,273,0,61
1603412754426,255,Access Login,200,OK,Logged User Choose product 1-1,text,true,,19862,665,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login&route=account/login&product=no_match,192,0,0
1603412758845,301,Enter credentials,200,OK,Logged User Choose product 1-1,text,false,My Account,20018,1131,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,207,0,0
1603412760266,284,Enter credentials,200,OK,Checkout 2-1,text,true,,290,834,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/payment_address/save,284,0,82
1603412760140,413,Succesful login,200,OK,Logged User Choose product 1-1,text,false,Test failed: text expected to contain /Logout/,20364,1355,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,115,0,0
1603412760140,115,Succesful login-0,302,Found,Logged User Choose product 1-1,text,true,,377,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,115,0,0
1603412760255,298,Succesful login-1,200,OK,Logged User Choose product 1-1,text,true,,19987,656,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,226,0,0
1603412760916,353,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,231,0,0
1603412761875,350,Shipping Address,200,OK,Checkout 2-1,text,true,,33192,557,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fshipping_address&product=no_match,184,0,0
1603412763649,446,Access product category,200,OK,Logged User Choose product 1-1,text,true,,43465,661,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=34_41&product=no_match,254,0,0
1603412764809,168,Shipping Method,200,OK,Checkout 2-1,text,true,,899,556,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fshipping_method&product=no_match,168,0,0
1603412766809,165,Shipping method save,200,OK,Checkout 2-1,text,true,,289,733,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/shipping_method/save,165,0,0
1603412768197,187,Payment Method,200,OK,Checkout 2-1,text,true,,1115,555,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fpayment_method&product=no_match,187,0,0
1603412769189,188,Payment method save ,200,OK,Checkout 2-1,text,true,,289,733,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/payment_method/save,188,0,0
1603412769052,520,Access product,200,OK,Logged User Choose product 1-1,text,true,,29200,691,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=34_41&product_id=384&product=no_match,356,0,82
1603412770162,209,Checkout confirm,200,OK,Checkout 2-1,text,true,,2563,548,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fconfirm&product=no_match,209,0,0
1603412771454,360,Confirm,200,OK,Checkout 2-1,text,true,,379,589,1,2,http://172.23.176.132/opencart/upload/index.php?route=extension%2Fpayment%2Fcod%2Fconfirm&product=no_match,360,0,0
1603412772131,195,Adding to Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,594,734,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,195,0,0
1603412772473,355,Checkout Success,200,OK,Checkout 2-1,text,true,,18015,657,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fsuccess&product=no_match,262,0,0
1603412772885,164,Acces Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,2245,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,164,0,0
1603412773947,516,Access HomePage,200,OK,Checkout 2-1,text,true,,23773,664,1,2,http://172.23.176.132/opencart/upload/index.php?route=common/home&route=common/home&product=no_match,337,0,91
1603412774280,403,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,24946,647,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,238,0,0
1603412775763,485,Access Login,200,OK,Checkout 2-1,text,false,E-mail address,20717,1295,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account,155,0,0
1603412775763,155,Access Login-0,302,Found,Checkout 2-1,text,true,,379,665,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login&route=account/login&product=no_match,155,0,0
1603412775919,329,Access Login-1,200,OK,Checkout 2-1,text,true,,20338,630,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account,238,0,0
1603412776237,153,Remove product from cart,200,OK,Logged User Choose product 1-1,text,true,,376,694,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/remove,153,0,0
1603412777871,151,Access Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,712,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,151,0,0
1603412778996,399,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,237,0,0
1603412780665,299,Logout ,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,215,0,0
1603412781886,169,Enter credentials,302,Found,Checkout 2-1,text,false,Response was null,380,1126,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,169,0,58
1603412781886,169,Enter credentials-0,302,Found,Checkout 2-1,text,true,,380,1126,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,169,0,58
1603412782720,375,Succesful login,200,OK,Checkout 2-1,text,true,,20359,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,317,0,0
1603412782726,417,Continue logout,200,OK,Logged User Choose product 1-1,text,true,,18696,650,1,2,http://172.23.176.132/opencart/upload/index.php?route=account%2Flogout&product=no_match,337,0,0
1603412783744,325,Access HomePage,200,OK,Checkout 2-1,text,true,,23772,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,212,0,0
1603412786069,393,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,231,0,0
1603412786844,526,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23643,589,1,2,http://172.23.176.132/opencart/upload/index.php?route=common/home&route=common/home&product=no_match,364,0,87
1603412787042,463,Access product category,200,OK,Checkout 2-1,text,true,,39763,658,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=34&product=no_match,290,0,0
1603412788757,312,Access Login,200,OK,Logged User Choose product 1-1,text,true,,19862,665,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login&route=account/login&product=no_match,230,0,0
1603412792395,1,Access product,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 172.23.176.132:80 failed to respond,Checkout 2-1,text,false,Assertions failed,2094,0,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=34&product_id=36&product=no_match,0,0,0
1603412794069,330,Enter credentials,200,OK,Logged User Choose product 1-1,text,false,My Account,20019,1106,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,268,0,67
1603412795034,256,Adding to Shopping Cart,200,OK,Checkout 2-1,text,true,,592,733,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,256,0,59
1603412794969,431,Succesful login,200,OK,Logged User Choose product 1-1,text,false,Test failed: text expected to contain /Logout/,20364,1355,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,108,0,0
1603412794969,108,Succesful login-0,302,Found,Logged User Choose product 1-1,text,true,,377,699,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/account&route=account%2Faccount&product=no_match,108,0,0
1603412795077,323,Succesful login-1,200,OK,Logged User Choose product 1-1,text,true,,19987,656,1,2,http://172.23.176.132/opencart/upload/index.php?route=account/login,260,0,0
1603412795773,334,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,211,0,0
1603412796064,166,Acces Shopping Cart,200,OK,Checkout 2-1,text,true,,2559,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,165,0,0
1603412796599,410,Checkout,200,OK,Checkout 2-1,text,true,,47648,654,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fcheckout&product=no_match,234,0,0
1603412797636,258,Checkout Payment Address,200,OK,Checkout 2-1,text,true,,32660,556,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fpayment_address&product=no_match,144,0,0
1603412798943,166,Checkout country,200,OK,Checkout 2-1,text,true,,9678,598,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout%2Fcheckout%2Fcountry&country_id=222&product=no_match,113,0,0
1603412798672,449,Access product category,200,OK,Logged User Choose product 1-1,text,true,,43468,661,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fcategory&path=34_54&product=no_match,253,0,0
1603412803231,334,Access product,200,OK,Logged User Choose product 1-1,text,true,,29200,691,1,2,http://172.23.176.132/opencart/upload/index.php?route=product%2Fproduct&path=34_54&product_id=322&product=no_match,210,0,0
1603412806311,192,Adding to Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,594,734,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/add,192,0,0
1603412807336,143,Acces Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,2245,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,143,0,0
1603412808032,343,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,24946,647,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,223,0,0
1603412810867,137,Remove product from cart,200,OK,Logged User Choose product 1-1,text,true,,376,694,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/cart/remove,137,0,0
1603412812109,136,Access Shopping Cart,200,OK,Logged User Choose product 1-1,text,true,,712,572,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fcart%2Finfo&product=no_match,136,0,0
1603412813497,363,Access HomePage,200,OK,Logged User Choose product 1-1,text,true,,23414,648,1,2,http://172.23.176.132/opencart/upload/index.php?route=common%2Fhome&product=no_match,242,0,0
1603412814701,206,Enter credentials,200,OK,Checkout 2-1,text,true,,290,834,1,2,http://172.23.176.132/opencart/upload/index.php?route=checkout/payment_address/save,206,0,64
